movie_id:string:START_ID,:START_LABEL,category_id:string:END_ID,:END_LABEL,:TYPE,year:string
"1293433","movie","恐怖","category","BELONGS","1998.0"
"3882445","movie","喜剧","category","BELONGS","2011.0"
"3882445","movie","动作","category","BELONGS","2011.0"
"3882445","movie","科幻","category","BELONGS","2011.0"
"1938923","movie","科幻","category","BELONGS","1998.0"
"1938923","movie","惊悚","category","BELONGS","1998.0"
"1938923","movie","儿童","category","BELONGS","1998.0"
"1298574","movie","动作","category","BELONGS","1990.0"
"1298574","movie","科幻","category","BELONGS","1990.0"
"1298574","movie","惊悚","category","BELONGS","1990.0"
"1298574","movie","犯罪","category","BELONGS","1990.0"
"7162552","movie","科幻","category","BELONGS","2012.0"
"7162552","movie","动画","category","BELONGS","2012.0"
"1422938","movie","动作","category","BELONGS","2004.0"
"1422938","movie","科幻","category","BELONGS","2004.0"
"1422938","movie","恐怖","category","BELONGS","2004.0"
"1422938","movie","冒险","category","BELONGS","2004.0"
"1300549","movie","剧情","category","BELONGS","1995.0"
"1300549","movie","科幻","category","BELONGS","1995.0"
"1300549","movie","悬疑","category","BELONGS","1995.0"
"1300549","movie","惊悚","category","BELONGS","1995.0"
"1300549","movie","奇幻","category","BELONGS","1995.0"
"1293482","movie","动作","category","BELONGS","1982.0"
"1293482","movie","科幻","category","BELONGS","1982.0"
"1293482","movie","冒险","category","BELONGS","1982.0"
"2996642","movie","科幻","category","BELONGS","2009.0"
"2996642","movie","惊悚","category","BELONGS","2009.0"
"2996642","movie","家庭","category","BELONGS","2009.0"
"2996642","movie","奇幻","category","BELONGS","2009.0"
"2996642","movie","冒险","category","BELONGS","2009.0"
"1417084","movie","剧情","category","BELONGS","2006.0"
"1417084","movie","科幻","category","BELONGS","2006.0"
"1417084","movie","动画","category","BELONGS","2006.0"
"1417084","movie","悬疑","category","BELONGS","2006.0"
"1417084","movie","惊悚","category","BELONGS","2006.0"
"1417084","movie","犯罪","category","BELONGS","2006.0"
"1304602","movie","动作","category","BELONGS","2001.0"
"1304602","movie","科幻","category","BELONGS","2001.0"
"1304602","movie","动画","category","BELONGS","2001.0"
"1304602","movie","惊悚","category","BELONGS","2001.0"
"1304602","movie","奇幻","category","BELONGS","2001.0"
"1304602","movie","冒险","category","BELONGS","2001.0"
"1293325","movie","喜剧","category","BELONGS","1986.0"
"1293325","movie","科幻","category","BELONGS","1986.0"
"1293325","movie","冒险","category","BELONGS","1986.0"
"1306450","movie","剧情","category","BELONGS","1995.0"
"1306450","movie","喜剧","category","BELONGS","1995.0"
"1306450","movie","科幻","category","BELONGS","1995.0"
"1306450","movie","奇幻","category","BELONGS","1995.0"
"1306450","movie","冒险","category","BELONGS","1995.0"
"3871833","movie","剧情","category","BELONGS","2010.0"
"3871833","movie","爱情","category","BELONGS","2010.0"
"3871833","movie","科幻","category","BELONGS","2010.0"
"1309179","movie","喜剧","category","BELONGS","2004.0"
"1309179","movie","科幻","category","BELONGS","2004.0"
"1309179","movie","惊悚","category","BELONGS","2004.0"
"2049689","movie","动作","category","BELONGS","2008.0"
"2049689","movie","科幻","category","BELONGS","2008.0"
"2049689","movie","冒险","category","BELONGS","2008.0"
"1741924","movie","科幻","category","BELONGS","1995.0"
"1741924","movie","悬疑","category","BELONGS","1995.0"
"1741924","movie","惊悚","category","BELONGS","1995.0"
"1741924","movie","恐怖","category","BELONGS","1995.0"
"1301849","movie","剧情","category","BELONGS","1984.0"
"1301849","movie","爱情","category","BELONGS","1984.0"
"1301849","movie","科幻","category","BELONGS","1984.0"
"1301849","movie","惊悚","category","BELONGS","1984.0"
"1962112","movie","动作","category","BELONGS","2010.0"
"1962112","movie","科幻","category","BELONGS","2010.0"
"1962112","movie","动画","category","BELONGS","2010.0"
"1962112","movie","惊悚","category","BELONGS","2010.0"
"1962112","movie","战争","category","BELONGS","2010.0"
"1962112","movie","冒险","category","BELONGS","2010.0"
"1296702","movie","动作","category","BELONGS","2002.0"
"1296702","movie","科幻","category","BELONGS","2002.0"
"1296702","movie","惊悚","category","BELONGS","2002.0"
"1293330","movie","科幻","category","BELONGS","1998.0"
"1293330","movie","悬疑","category","BELONGS","1998.0"
"1293330","movie","惊悚","category","BELONGS","1998.0"
"1293330","movie","恐怖","category","BELONGS","1998.0"
"1293330","movie","犯罪","category","BELONGS","1998.0"
"1299209","movie","剧情","category","BELONGS","1978.0"
"1299209","movie","科幻","category","BELONGS","1978.0"
"1299209","movie","悬疑","category","BELONGS","1978.0"
"1299209","movie","惊悚","category","BELONGS","1978.0"
"1793915","movie","动作","category","BELONGS","2008.0"
"1793915","movie","科幻","category","BELONGS","2008.0"
"1793915","movie","惊悚","category","BELONGS","2008.0"
"1793915","movie","冒险","category","BELONGS","2008.0"
"1294015","movie","动作","category","BELONGS","1984.0"
"1294015","movie","科幻","category","BELONGS","1984.0"
"1294015","movie","惊悚","category","BELONGS","1984.0"
"1294015","movie","冒险","category","BELONGS","1984.0"
"1296628","movie","动作","category","BELONGS","1995.0"
"1296628","movie","科幻","category","BELONGS","1995.0"
"1296628","movie","惊悚","category","BELONGS","1995.0"
"1296628","movie","犯罪","category","BELONGS","1995.0"
"1293364","movie","喜剧","category","BELONGS","1999.0"
"1293364","movie","动作","category","BELONGS","1999.0"
"1293364","movie","科幻","category","BELONGS","1999.0"
"1293364","movie","西部","category","BELONGS","1999.0"
"1299888","movie","动作","category","BELONGS","1996.0"
"1299888","movie","科幻","category","BELONGS","1996.0"
"1299888","movie","惊悚","category","BELONGS","1996.0"
"1299888","movie","冒险","category","BELONGS","1996.0"
"3231823","movie","剧情","category","BELONGS","2011.0"
"3231823","movie","科幻","category","BELONGS","2011.0"
"3231823","movie","奇幻","category","BELONGS","2011.0"
"4301043","movie","剧情","category","BELONGS","2011.0"
"4301043","movie","科幻","category","BELONGS","2011.0"
"4301043","movie","惊悚","category","BELONGS","2011.0"
"4301043","movie","灾难","category","BELONGS","2011.0"
"1300371","movie","剧情","category","BELONGS","1993.0"
"1300371","movie","动作","category","BELONGS","1993.0"
"1300371","movie","科幻","category","BELONGS","1993.0"
"1300371","movie","惊悚","category","BELONGS","1993.0"
"1300371","movie","犯罪","category","BELONGS","1993.0"
"24718965","movie","动作","category","BELONGS","2013.0"
"24718965","movie","科幻","category","BELONGS","2013.0"
"24718965","movie","动画","category","BELONGS","2013.0"
"24718965","movie","奇幻","category","BELONGS","2013.0"
"24718965","movie","冒险","category","BELONGS","2013.0"
"2035642","movie","动作","category","BELONGS","2007.0"
"2035642","movie","科幻","category","BELONGS","2007.0"
"2035642","movie","动画","category","BELONGS","2007.0"
"5365963","movie","科幻","category","BELONGS","2011.0"
"5365963","movie","惊悚","category","BELONGS","2011.0"
"5365963","movie","恐怖","category","BELONGS","2011.0"
"1293656","movie","喜剧","category","BELONGS","1999.0"
"1293656","movie","动作","category","BELONGS","1999.0"
"1293656","movie","科幻","category","BELONGS","1999.0"
"1293656","movie","冒险","category","BELONGS","1999.0"
"2042279","movie","喜剧","category","BELONGS","2009.0"
"2042279","movie","科幻","category","BELONGS","2009.0"
"2042279","movie","动画","category","BELONGS","2009.0"
"2042279","movie","家庭","category","BELONGS","2009.0"
"2042279","movie","奇幻","category","BELONGS","2009.0"
"2042279","movie","冒险","category","BELONGS","2009.0"
"2982853","movie","动作","category","BELONGS","2008.0"
"2982853","movie","科幻","category","BELONGS","2008.0"
"2982853","movie","动画","category","BELONGS","2008.0"
"2982853","movie","惊悚","category","BELONGS","2008.0"
"2982853","movie","冒险","category","BELONGS","2008.0"
"11599239","movie","科幻","category","BELONGS","2013.0"
"11599239","movie","惊悚","category","BELONGS","2013.0"
"11599239","movie","恐怖","category","BELONGS","2013.0"
"3024983","movie","科幻","category","BELONGS","2009.0"
"3024983","movie","动画","category","BELONGS","2009.0"
"3024983","movie","惊悚","category","BELONGS","2009.0"
"1305970","movie","动作","category","BELONGS","1991.0"
"1305970","movie","科幻","category","BELONGS","1991.0"
"1305970","movie","悬疑","category","BELONGS","1991.0"
"1305970","movie","惊悚","category","BELONGS","1991.0"
"2298926","movie","剧情","category","BELONGS","2008.0"
"2298926","movie","科幻","category","BELONGS","2008.0"
"2298926","movie","悬疑","category","BELONGS","2008.0"
"2298926","movie","惊悚","category","BELONGS","2008.0"
"1305394","movie","科幻","category","BELONGS","2001.0"
"1305394","movie","动画","category","BELONGS","2001.0"
"1305394","movie","家庭","category","BELONGS","2001.0"
"1305394","movie","冒险","category","BELONGS","2001.0"
"1528848","movie","科幻","category","BELONGS","None"
"1528848","movie","儿童","category","BELONGS","None"
"1302570","movie","动作","category","BELONGS","1989.0"
"1302570","movie","科幻","category","BELONGS","1989.0"
"1302570","movie","惊悚","category","BELONGS","1989.0"
"1302570","movie","冒险","category","BELONGS","1989.0"
"4297254","movie","动作","category","BELONGS","2009.0"
"4297254","movie","科幻","category","BELONGS","2009.0"
"4297254","movie","惊悚","category","BELONGS","2009.0"
"1960313","movie","动作","category","BELONGS","2008.0"
"1960313","movie","科幻","category","BELONGS","2008.0"
"1960313","movie","恐怖","category","BELONGS","2008.0"
"1960313","movie","冒险","category","BELONGS","2008.0"
"1292680","movie","动作","category","BELONGS","1999.0"
"1292680","movie","科幻","category","BELONGS","1999.0"
"1292680","movie","惊悚","category","BELONGS","1999.0"
"1292680","movie","灾难","category","BELONGS","1999.0"
"1306004","movie","动作","category","BELONGS","2003.0"
"1306004","movie","科幻","category","BELONGS","2003.0"
"1306004","movie","冒险","category","BELONGS","2003.0"
"1300250","movie","剧情","category","BELONGS","1999.0"
"1300250","movie","科幻","category","BELONGS","1999.0"
"1300250","movie","惊悚","category","BELONGS","1999.0"
"1863770","movie","喜剧","category","BELONGS","2007.0"
"1863770","movie","科幻","category","BELONGS","2007.0"
"1863770","movie","动画","category","BELONGS","2007.0"
"1863770","movie","家庭","category","BELONGS","2007.0"
"1863770","movie","冒险","category","BELONGS","2007.0"
"21354138","movie","剧情","category","BELONGS","2013.0"
"21354138","movie","科幻","category","BELONGS","2013.0"
"21354138","movie","奇幻","category","BELONGS","2013.0"
"1304798","movie","动作","category","BELONGS","2002.0"
"1304798","movie","科幻","category","BELONGS","2002.0"
"1304798","movie","惊悚","category","BELONGS","2002.0"
"1304798","movie","奇幻","category","BELONGS","2002.0"
"1304798","movie","灾难","category","BELONGS","2002.0"
"1422913","movie","喜剧","category","BELONGS","2005.0"
"1422913","movie","科幻","category","BELONGS","2005.0"
"1422913","movie","家庭","category","BELONGS","2005.0"
"1422913","movie","冒险","category","BELONGS","2005.0"
"1316524","movie","剧情","category","BELONGS","1965.0"
"1316524","movie","爱情","category","BELONGS","1965.0"
"1316524","movie","科幻","category","BELONGS","1965.0"
"1316524","movie","悬疑","category","BELONGS","1965.0"
"1316524","movie","惊悚","category","BELONGS","1965.0"
"1293904","movie","动作","category","BELONGS","1994.0"
"1293904","movie","科幻","category","BELONGS","1994.0"
"1293904","movie","悬疑","category","BELONGS","1994.0"
"1293904","movie","惊悚","category","BELONGS","1994.0"
"1308993","movie","剧情","category","BELONGS","2005.0"
"1308993","movie","科幻","category","BELONGS","2005.0"
"1308993","movie","悬疑","category","BELONGS","2005.0"
"1308993","movie","惊悚","category","BELONGS","2005.0"
"20276953","movie","科幻","category","BELONGS","2013.0"
"20276953","movie","惊悚","category","BELONGS","2013.0"
"1295383","movie","动作","category","BELONGS","1998.0"
"1295383","movie","科幻","category","BELONGS","1998.0"
"1295383","movie","惊悚","category","BELONGS","1998.0"
"1295383","movie","冒险","category","BELONGS","1998.0"
"4144683","movie","科幻","category","BELONGS","2009.0"
"1301419","movie","剧情","category","BELONGS","1995.0"
"1301419","movie","科幻","category","BELONGS","1995.0"
"1301419","movie","惊悚","category","BELONGS","1995.0"
"1301419","movie","灾难","category","BELONGS","1995.0"
"1790198","movie","剧情","category","BELONGS","1985.0"
"1790198","movie","科幻","category","BELONGS","1985.0"
